Variable,Index,Value
athlete_swims_event_rel,"Slow2,400FreeRelay,A",0
athlete_swims_event_rel,"Slow2,400FreeRelay,B",0
athlete_swims_event_rel,"Slow3,200FreeRelay,A",0
athlete_swims_event_rel,"Slow3,200FreeRelay,B",0
athlete_swims_event_rel,"Slow3,400FreeRelay,A",0
athlete_swims_event_rel,"Slow3,400FreeRelay,B",0
athlete_swims_event_rel,"Slow4,200FreeRelay,A",0
athlete_swims_event_rel,"Slow4,200FreeRelay,B",0
athlete_swims_event_rel,"Slow4,400FreeRelay,A",0
athlete_swims_event_rel,"Slow4,400FreeRelay,B",0
is_team_faster,"Fast,Slow,200FreeRelay,A",1
is_team_faster,"Fast,Slow,200FreeRelay,B",1
is_team_faster,"Fast,Slow,400FreeRelay,A",1
is_team_faster,"Fast,Slow,400FreeRelay,B",1
is_team_faster,"Slow,Fast,200FreeRelay,A",0
is_team_faster,"Slow,Fast,200FreeRelay,B",0
is_team_faster,"Slow,Fast,400FreeRelay,A",0
is_team_faster,"Slow,Fast,400FreeRelay,B",0
is_rank_p,"Fast,1,200FreeRelay,A",1
is_rank_p,"Fast,1,200FreeRelay,B",1
is_rank_p,"Fast,1,400FreeRelay,A",1
is_rank_p,"Fast,1,400FreeRelay,B",1
is_rank_p,"Fast,2,200FreeRelay,A",0
is_rank_p,"Fast,2,200FreeRelay,B",0
is_rank_p,"Fast,2,400FreeRelay,A",0
is_rank_p,"Fast,2,400FreeRelay,B",0
is_rank_p,"Slow,1,200FreeRelay,A",0
is_rank_p,"Slow,1,200FreeRelay,B",0
is_rank_p,"Slow,1,400FreeRelay,A",0
is_rank_p,"Slow,1,400FreeRelay,B",0
is_rank_p,"Slow,2,200FreeRelay,A",1
is_rank_p,"Slow,2,200FreeRelay,B",1
is_rank_p,"Slow,2,400FreeRelay,A",1
is_rank_p,"Slow,2,400FreeRelay,B",1
total_rel_time,"200FreeRelay,A,Fast",0
total_rel_time,"200FreeRelay,A,Slow",0
total_rel_time,"200FreeRelay,B,Fast",0
total_rel_time,"200FreeRelay,B,Slow",0
total_rel_time,"400FreeRelay,A,Fast",0
total_rel_time,"400FreeRelay,A,Slow",0
total_rel_time,"400FreeRelay,B,Fast",0
total_rel_time,"400FreeRelay,B,Slow",0
placement,"Fast,200FreeRelay,A",1
placement,"Fast,200FreeRelay,B",1
placement,"Fast,400FreeRelay,A",1
placement,"Fast,400FreeRelay,B",1
placement,"Slow,200FreeRelay,A",2
placement,"Slow,200FreeRelay,B",2
placement,"Slow,400FreeRelay,A",2
placement,"Slow,400FreeRelay,B",2
relay_enroll,"Fast,200FreeRelay,A",0
relay_enroll,"Fast,200FreeRelay,B",0
relay_enroll,"Fast,400FreeRelay,A",0
relay_enroll,"Fast,400FreeRelay,B",0
relay_enroll,"Slow,200FreeRelay,A",0
relay_enroll,"Slow,200FreeRelay,B",0
relay_enroll,"Slow,400FreeRelay,A",0
relay_enroll,"Slow,400FreeRelay,B",0
athlete_swims_event_med,"Fast1,200MedRelay,A,Back",0
athlete_swims_event_med,"Fast1,200MedRelay,A,Breast",0
athlete_swims_event_med,"Fast1,200MedRelay,A,Fly",0
athlete_swims_event_med,"Fast1,200MedRelay,A,Free",0
athlete_swims_event_med,"Fast1,200MedRelay,B,Back",0
athlete_swims_event_med,"Fast1,200MedRelay,B,Breast",0
athlete_swims_event_med,"Fast1,200MedRelay,B,Fly",0
athlete_swims_event_med,"Fast1,200MedRelay,B,Free",0
athlete_swims_event_med,"Fast1,400MedRelay,A,Back",0
athlete_swims_event_med,"Fast1,400MedRelay,A,Breast",0
athlete_swims_event_med,"Fast1,400MedRelay,A,Fly",0
athlete_swims_event_med,"Fast1,400MedRelay,A,Free",0
athlete_swims_event_med,"Fast1,400MedRelay,B,Back",0
athlete_swims_event_med,"Fast1,400MedRelay,B,Breast",0
athlete_swims_event_med,"Fast1,400MedRelay,B,Fly",0
athlete_swims_event_med,"Fast1,400MedRelay,B,Free",0
athlete_swims_event_med,"Fast2,200MedRelay,A,Back",0
athlete_swims_event_med,"Fast2,200MedRelay,A,Breast",0
athlete_swims_event_med,"Fast2,200MedRelay,A,Fly",0
athlete_swims_event_med,"Fast2,200MedRelay,A,Free",0
athlete_swims_event_med,"Fast2,200MedRelay,B,Back",0
athlete_swims_event_med,"Fast2,200MedRelay,B,Breast",0
athlete_swims_event_med,"Fast2,200MedRelay,B,Fly",0
athlete_swims_event_med,"Fast2,200MedRelay,B,Free",0
athlete_swims_event_med,"Fast2,400MedRelay,A,Back",0
athlete_swims_event_med,"Fast2,400MedRelay,A,Breast",0
athlete_swims_event_med,"Fast2,400MedRelay,A,Fly",0
athlete_swims_event_med,"Fast2,400MedRelay,A,Free",0
athlete_swims_event_med,"Fast2,400MedRelay,B,Back",0
athlete_swims_event_med,"Fast2,400MedRelay,B,Breast",0
athlete_swims_event_med,"Fast2,400MedRelay,B,Fly",0
athlete_swims_event_med,"Fast2,400MedRelay,B,Free",0
athlete_swims_event_med,"Fast3,200MedRelay,A,Back",0
athlete_swims_event_med,"Fast3,200MedRelay,A,Breast",0
athlete_swims_event_med,"Fast3,200MedRelay,A,Fly",0
athlete_swims_event_med,"Fast3,200MedRelay,A,Free",0
athlete_swims_event_med,"Fast3,200MedRelay,B,Back",0
athlete_swims_event_med,"Fast3,200MedRelay,B,Breast",0
athlete_swims_event_med,"Fast3,200MedRelay,B,Fly",0
athlete_swims_event_med,"Fast3,200MedRelay,B,Free",0
athlete_swims_event_med,"Fast3,400MedRelay,A,Back",0
athlete_swims_event_med,"Fast3,400MedRelay,A,Breast",0
athlete_swims_event_med,"Fast3,400MedRelay,A,Fly",0
athlete_swims_event_med,"Fast3,400MedRelay,A,Free",0
athlete_swims_event_med,"Fast3,400MedRelay,B,Back",0
athlete_swims_event_med,"Fast3,400MedRelay,B,Breast",0
athlete_swims_event_med,"Fast3,400MedRelay,B,Fly",0
athlete_swims_event_med,"Fast3,400MedRelay,B,Free",0
athlete_swims_event_med,"Fast4,200MedRelay,A,Back",0
athlete_swims_event_med,"Fast4,200MedRelay,A,Breast",0
athlete_swims_event_med,"Fast4,200MedRelay,A,Fly",0
athlete_swims_event_med,"Fast4,200MedRelay,A,Free",0
athlete_swims_event_med,"Fast4,200MedRelay,B,Back",0
athlete_swims_event_med,"Fast4,200MedRelay,B,Breast",0
athlete_swims_event_med,"Fast4,200MedRelay,B,Fly",0
athlete_swims_event_med,"Fast4,200MedRelay,B,Free",0
athlete_swims_event_med,"Fast4,400MedRelay,A,Back",0
athlete_swims_event_med,"Fast4,400MedRelay,A,Breast",0
athlete_swims_event_med,"Fast4,400MedRelay,A,Fly",0
athlete_swims_event_med,"Fast4,400MedRelay,A,Free",0
athlete_swims_event_med,"Fast4,400MedRelay,B,Back",0
athlete_swims_event_med,"Fast4,400MedRelay,B,Breast",0
athlete_swims_event_med,"Fast4,400MedRelay,B,Fly",0
athlete_swims_event_med,"Fast4,400MedRelay,B,Free",0
athlete_swims_event_med,"Slow1,200MedRelay,A,Back",0
athlete_swims_event_med,"Slow1,200MedRelay,A,Breast",0
athlete_swims_event_med,"Slow1,200MedRelay,A,Fly",0
athlete_swims_event_med,"Slow1,200MedRelay,A,Free",0
athlete_swims_event_med,"Slow1,200MedRelay,B,Back",0
athlete_swims_event_med,"Slow1,200MedRelay,B,Breast",0
athlete_swims_event_med,"Slow1,200MedRelay,B,Fly",0
athlete_swims_event_med,"Slow1,200MedRelay,B,Free",0
athlete_swims_event_med,"Slow1,400MedRelay,A,Back",0
athlete_swims_event_med,"Slow1,400MedRelay,A,Breast",0
athlete_swims_event_med,"Slow1,400MedRelay,A,Fly",0
athlete_swims_event_med,"Slow1,400MedRelay,A,Free",0
athlete_swims_event_med,"Slow1,400MedRelay,B,Back",0
athlete_swims_event_med,"Slow1,400MedRelay,B,Breast",0
athlete_swims_event_med,"Slow1,400MedRelay,B,Fly",0
athlete_swims_event_med,"Slow1,400MedRelay,B,Free",0
athlete_swims_event_med,"Slow2,200MedRelay,A,Back",0
athlete_swims_event_med,"Slow2,200MedRelay,A,Breast",0
athlete_swims_event_med,"Slow2,200MedRelay,A,Fly",0
athlete_swims_event_med,"Slow2,200MedRelay,A,Free",0
athlete_swims_event_med,"Slow2,200MedRelay,B,Back",0
athlete_swims_event_med,"Slow2,200MedRelay,B,Breast",0
athlete_swims_event_med,"Slow2,200MedRelay,B,Fly",0
athlete_swims_event_med,"Slow2,200MedRelay,B,Free",0
athlete_swims_event_med,"Slow2,400MedRelay,A,Back",0
athlete_swims_event_med,"Slow2,400MedRelay,A,Breast",0
athlete_swims_event_med,"Slow2,400MedRelay,A,Fly",0
athlete_swims_event_med,"Slow2,400MedRelay,A,Free",0
athlete_swims_event_med,"Slow2,400MedRelay,B,Back",0
athlete_swims_event_med,"Slow2,400MedRelay,B,Breast",0
athlete_swims_event_med,"Slow2,400MedRelay,B,Fly",0
athlete_swims_event_med,"Slow2,400MedRelay,B,Free",0
athlete_swims_event_med,"Slow3,200MedRelay,A,Back",0
athlete_swims_event_med,"Slow3,200MedRelay,A,Breast",0
athlete_swims_event_med,"Slow3,200MedRelay,A,Fly",0
athlete_swims_event_med,"Slow3,200MedRelay,A,Free",0
athlete_swims_event_med,"Slow3,200MedRelay,B,Back",0
athlete_swims_event_med,"Slow3,200MedRelay,B,Breast",0
athlete_swims_event_med,"Slow3,200MedRelay,B,Fly",0
athlete_swims_event_med,"Slow3,200MedRelay,B,Free",0
athlete_swims_event_med,"Slow3,400MedRelay,A,Back",0
athlete_swims_event_med,"Slow3,400MedRelay,A,Breast",0
athlete_swims_event_med,"Slow3,400MedRelay,A,Fly",0
athlete_swims_event_med,"Slow3,400MedRelay,A,Free",0
athlete_swims_event_med,"Slow3,400MedRelay,B,Back",0
athlete_swims_event_med,"Slow3,400MedRelay,B,Breast",0
athlete_swims_event_med,"Slow3,400MedRelay,B,Fly",0
athlete_swims_event_med,"Slow3,400MedRelay,B,Free",0
athlete_swims_event_med,"Slow4,200MedRelay,A,Back",0
athlete_swims_event_med,"Slow4,200MedRelay,A,Breast",0
athlete_swims_event_med,"Slow4,200MedRelay,A,Fly",0
athlete_swims_event_med,"Slow4,200MedRelay,A,Free",0
athlete_swims_event_med,"Slow4,200MedRelay,B,Back",0
athlete_swims_event_med,"Slow4,200MedRelay,B,Breast",0
athlete_swims_event_med,"Slow4,200MedRelay,B,Fly",0
athlete_swims_event_med,"Slow4,200MedRelay,B,Free",0
athlete_swims_event_med,"Slow4,400MedRelay,A,Back",0
athlete_swims_event_med,"Slow4,400MedRelay,A,Breast",0
athlete_swims_event_med,"Slow4,400MedRelay,A,Fly",0
athlete_swims_event_med,"Slow4,400MedRelay,A,Free",0
athlete_swims_event_med,"Slow4,400MedRelay,B,Back",0
athlete_swims_event_med,"Slow4,400MedRelay,B,Breast",0
athlete_swims_event_med,"Slow4,400MedRelay,B,Fly",0
athlete_swims_event_med,"Slow4,400MedRelay,B,Free",0
is_team_faster_med,"Fast,Slow,200MedRelay,A",1
is_team_faster_med,"Fast,Slow,200MedRelay,B",1
is_team_faster_med,"Fast,Slow,400MedRelay,A",1
is_team_faster_med,"Fast,Slow,400MedRelay,B",1
is_team_faster_med,"Slow,Fast,200MedRelay,A",0
is_team_faster_med,"Slow,Fast,200MedRelay,B",0
is_team_faster_med,"Slow,Fast,400MedRelay,A",0
is_team_faster_med,"Slow,Fast,400MedRelay,B",0
is_rank_p_med,"Fast,1,200MedRelay,A",1
is_rank_p_med,"Fast,1,200MedRelay,B",1
is_rank_p_med,"Fast,1,400MedRelay,A",1
is_rank_p_med,"Fast,1,400MedRelay,B",1
is_rank_p_med,"Fast,2,200MedRelay,A",0
is_rank_p_med,"Fast,2,200MedRelay,B",0
is_rank_p_med,"Fast,2,400MedRelay,A",0
is_rank_p_med,"Fast,2,400MedRelay,B",0
is_rank_p_med,"Slow,1,200MedRelay,A",0
is_rank_p_med,"Slow,1,200MedRelay,B",0
is_rank_p_med,"Slow,1,400MedRelay,A",0
is_rank_p_med,"Slow,1,400MedRelay,B",0
is_rank_p_med,"Slow,2,200MedRelay,A",1
is_rank_p_med,"Slow,2,200MedRelay,B",1
is_rank_p_med,"Slow,2,400MedRelay,A",1
is_rank_p_med,"Slow,2,400MedRelay,B",1
total_med_time,"200MedRelay,A,Fast",0
total_med_time,"200MedRelay,A,Slow",0
total_med_time,"200MedRelay,B,Fast",0
total_med_time,"200MedRelay,B,Slow",0
total_med_time,"400MedRelay,A,Fast",0
total_med_time,"400MedRelay,A,Slow",0
total_med_time,"400MedRelay,B,Fast",0
total_med_time,"400MedRelay,B,Slow",0
placement_med,"Fast,200MedRelay,A",1
placement_med,"Fast,200MedRelay,B",1
placement_med,"Fast,400MedRelay,A",1
placement_med,"Fast,400MedRelay,B",1
placement_med,"Slow,200MedRelay,A",2
placement_med,"Slow,200MedRelay,B",2
placement_med,"Slow,400MedRelay,A",2
placement_med,"Slow,400MedRelay,B",2
med_relay_enroll,"Fast,200MedRelay,A",0
med_relay_enroll,"Fast,200MedRelay,B",0
med_relay_enroll,"Fast,400MedRelay,A",0
med_relay_enroll,"Fast,400MedRelay,B",0
med_relay_enroll,"Slow,200MedRelay,A",0
med_relay_enroll,"Slow,200MedRelay,B",0
med_relay_enroll,"Slow,400MedRelay,A",0
med_relay_enroll,"Slow,400MedRelay,B",0
scorer,"Fast1,Fast",1
scorer,"Fast1,Slow",1
scorer,"Fast2,Fast",1
scorer,"Fast2,Slow",1
scorer,"Fast3,Fast",1
scorer,"Fast3,Slow",1
scorer,"Fast4,Fast",1
scorer,"Fast4,Slow",1
scorer,"Slow1,Fast",1
scorer,"Slow1,Slow",1
scorer,"Slow2,Fast",1
scorer,"Slow2,Slow",1
scorer,"Slow3,Fast",1
scorer,"Slow3,Slow",1
scorer,"Slow4,Fast",1
scorer,"Slow4,Slow",1
